"Text","Positive","Negative","Score","Summary","PosPercent","NegPercent"
" gedek kepo kayak taaruf taaruf orang ngestalk deh eh diumbar ya mengajar taaruf versi kasihan banget kalo mengikuti '",7,8,-1,"Negative",0.466666666666667,0.533333333333333
" lu taaruf v",0,0,0,"Positive",0,0
"yauda taaruf ",0,1,-1,"Negative",0,1
"nak pasal uia taaruf pendaftaran pastu kene belajar online ye kali terlibat langsung taaruf wig amalan kebiasaan ya taaruf pendaftaran",7,6,1,"Positive",0.538461538461538,0.461538461538462
"ta'aruf hemb ngetrend koyone ",0,1,-1,"Negative",0,1
"mengajak taaruf nang base cupu",1,1,0,"Positive",0.5,0.5
"ustad sekitaran omah msok gaonok nder coba cari sodara kerabatmu kenalan perantara taaruf tukeran cv nya via perantara ",4,4,0,"Positive",0.5,0.5
"yeh taaruf kagak gampang kali",1,3,-2,"Negative",0.25,0.75
"konsepnya taaruf nder perantara ketemu kontakan",2,1,1,"Positive",0.666666666666667,0.333333333333333
"bosan pacaran malu mendingan langsung taaruf",4,3,1,"Positive",0.571428571428571,0.428571428571429
" ta'aruf kayak masak mie kali ya instan ya kagak tahapan nya beb",3,5,-2,"Negative",0.375,0.625
"cari ta'aruf base perantaranya bot",1,3,-2,"Negative",0.25,0.75
"coba buka yutub menonton semut taaruf kak",2,3,-1,"Negative",0.4,0.6
"surabaya pacitan teman ta aruf ya adoh banget ya",3,1,2,"Positive",0.75,0.25
" benaran jomblo cuman teman ta aruf mengapai sih pacar pacaran faedahnya cuman maksiat",5,7,-2,"Negative",0.416666666666667,0.583333333333333
" kepengenan taaruf wkwkwkwj",0,0,0,"Positive",0,0
"ngejak taaruf ta ngejak golek rujak pancet modelane",0,2,-2,"Negative",0,1
"mengajak ta'aruf kayak mengajak tuku es lilin",2,3,-1,"Negative",0.4,0.6
"cak ukhti ta'aruf hayuk",0,1,-1,"Negative",0,1
"cak serius paham kalo taaruf pakai tukeran cv ngumpulinnya dimana kalo kitanya kenalan ustad ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" proses taaruf perantara proses perempuan laki ex guru mengaji laki guru mengaji perempuan biodata taaruf perantara laki perempuan mestinya ngide tuker biodatanya",9,4,5,"Positive",0.692307692307692,0.307692307692308
" jamanya taaruf ya yuk bhahahaha",2,0,2,"Positive",1,0
" menyuarakan gemas banget orang salah paham pengertian taaruf pelaksanaannya dsb banget pacaran embelembel taaruf ",7,6,1,"Positive",0.538461538461538,0.461538461538462
"kmue mngadakadak luem sjauh tue aanie sjh luem bliekan taaruf",0,0,0,"Positive",0,0
" fcar mnolag ajak mnjdie fcara lgieqt taaruf tpie lgie pauseyeahtaaruf dhan fcar tue brbeda ",1,0,1,"Positive",1,0
" berhijrah tolong mengaca hidup nya soksok hijrah pacaran tolong akal nya meluruskan taaruf namanya taaruf bermesraan orang ",9,8,1,"Positive",0.529411764705882,0.470588235294118
" pengin sih taaruf background keburu jelek yaudahlah ya semoga ketemu orang background kayak memperbaiki",6,6,0,"Positive",0.5,0.5
" orang tua mengizinkan gue main berduaan laki bagus gue gue ' lucu ta'aruf sekalinya ketemu ngejauh pokoknya gue mencoba larangan kedepannya ",8,11,-3,"Negative",0.421052631578947,0.578947368421053
"taaruf pacaran takut kayak '",2,3,-1,"Negative",0.4,0.6
"syarat kriteria menikah wanita palestina face face calon mertua gaza jujur income kerja relawan imbasnya taaruf kali gagalditolak video selengkapnya tonton youtube youtube cerita untungs",5,8,-3,"Negative",0.384615384615385,0.615384615384615
"oh lo ajak taaruf kak",1,0,1,"Positive",1,0
" rp taaruf ",0,0,0,"Positive",0,0
"yuk maniezt ta'aruf ",1,1,0,"Positive",0.5,0.5
" taaruf",0,0,0,"Positive",0,0
" fase pacaran putus tba nikah cepat ta'aruf ya ",5,5,0,"Positive",0.5,0.5
"taaruf sak ngertiku enek ketiga nder langsung chatingan ngono",1,1,0,"Positive",0.5,0.5
" taaruf nganggo perantara ra langsung ro wonge",1,0,1,"Positive",1,0
"hahay keterima bareng sq lingset ayo kenalan biar diam dieman ta'aruf",6,5,1,"Positive",0.545454545454545,0.454545454545455
"wes nder lak niat tenanan ya pacaran taaruf ngono carane kristen kali moco bacaan taaruf lak ngono carane wi salah",3,4,-1,"Negative",0.428571428571429,0.571428571428571
" ngbrl nyokap gue ngobatin penyakit ya nykp iya kayanya gue penyakit jomblo teteh sholat mah doa allah biar dikasih gue allah ngizinin pacaran doa pacar teteh mintanya jodohtaaruf deh like",13,11,2,"Positive",0.541666666666667,0.458333333333333
"salah penyampaiannya nek pengin ta'aruf melibatkan ketiga nderr indak chatt prib berdua ",2,4,-2,"Negative",0.333333333333333,0.666666666666667
"yaudah taaruf mengikuti orang tua nur wkwk",3,4,-1,"Negative",0.428571428571429,0.571428571428571
"taaruf kayak rey dinda ajhhhhh",0,1,-1,"Negative",0,1
" pacaran disenggol taaruf sebar undangan",2,1,1,"Positive",0.666666666666667,0.333333333333333
"taaruf biar kayak dindahauw ah gelap",1,3,-2,"Negative",0.25,0.75
"nder atuh expect tinder mah benaran atuuuh cari soleh mah taaruf ",2,3,-1,"Negative",0.4,0.6
"maunya sekejap taaruf ",1,1,0,"Positive",0.5,0.5
"carikan bang taaruf gue",0,1,-1,"Negative",0,1
"taaruf kayaknya beda server",0,2,-2,"Negative",0,1
" sih taaruf gue paham trend kayak nya",0,1,-1,"Negative",0,1
"ta'aruf khitbah menikah tolak ukur keberhasilan hubungan",4,4,0,"Positive",0.5,0.5
"deh sesi taaruf ",0,0,0,"Positive",0,0
" cintanya tumbuh seiring perjalanan genting pulang bareng menunggu bis katakata kayak taaruf versi korea cinta berdasarkan proximity",5,7,-2,"Negative",0.416666666666667,0.583333333333333
"ccoknya ta'aruf ",0,1,-1,"Negative",0,1
"gue ya kalo pacaran bertahun mantan enak kali ya kalo taaruf langsung cuss",5,4,1,"Positive",0.555555555555556,0.444444444444444
"lagu tlah tau nya video orang putus pacar taaruf nikah",5,5,0,"Positive",0.5,0.5
"allah swt mempermudah menikah ta'aruf memilih pacaran",4,5,-1,"Negative",0.444444444444444,0.555555555555556
" taaruf ",0,0,0,"Positive",0,0
" taaruf kerumah main besokbesok ",2,1,1,"Positive",0.666666666666667,0.333333333333333
"info seng gelem ta'aruf ",0,2,-2,"Negative",0,1
"insyaallah allah menuntun kejalannya melamarnya ojan taaruf",4,2,2,"Positive",0.666666666666667,0.333333333333333
"ta'aruf ",0,1,-1,"Negative",0,1
"sebangsat diajak ta'aruf hmm",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"yuk ta'aruf",1,1,0,"Positive",0.5,0.5
" sedar taaruf orang saudara daniel ",1,1,0,"Positive",0.5,0.5
" remaja masjid taaruf hey anak muda",3,3,0,"Positive",0.5,0.5
"maaf kak mengajak taaruf",2,1,1,"Positive",0.666666666666667,0.333333333333333
" sepakat nikah pacaran ta'aruf guys aduh malu sia sia penantian perjuangan ya",8,9,-1,"Negative",0.470588235294118,0.529411764705882
" islam nak kenal pasangan taaruf khitbah nikah nak terperinci step baca thread ",5,3,2,"Positive",0.625,0.375
" jaman nya mengajak taaruf",1,0,1,"Positive",1,0
"aww ditembak taaruf yuk",1,1,0,"Positive",0.5,0.5
" taaruf beda agama kirakira ya",2,2,0,"Positive",0.5,0.5
"ta'aruf kali pacarannya",1,3,-2,"Negative",0.25,0.75
"kasihan banget ji difrenzonin bertahun mending taaruf",3,2,1,"Positive",0.6,0.4
"langsung taaruf ",1,0,1,"Positive",1,0
" banget pacaran menjamin hubungan langgeng pacaran langsung taaruf",6,4,2,"Positive",0.6,0.4
"taaruf mpok",0,0,0,"Positive",0,0
"taaruf model coba jelaskeun",2,1,1,"Positive",0.666666666666667,0.333333333333333
"ta'aruf ayo",1,1,0,"Positive",0.5,0.5
" maunya taaruf",1,1,0,"Positive",0.5,0.5
"tbtb kepikiran rp taaruf ya tbtb orang asing nge dm nikah ",4,3,1,"Positive",0.571428571428571,0.428571428571429
"anjir taaruf malaikat bingung memasukkan cqtatan ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" selebritis memutuskan menikah proses taaruf ya proses mengenal calon taaruf",6,3,3,"Positive",0.666666666666667,0.333333333333333
" dinda hauw rey mbayang selebriti menjalani taaruf menikah lho bunda seleb menjalani taaruf pasangan favorit bunda",6,5,1,"Positive",0.545454545454545,0.454545454545455
"taaruf matamu",1,1,0,"Positive",0.5,0.5
" jamannya pacaran kayak kredit mobil berujung nikah eh kenal langsung ajak nikah pro kontra nya",7,6,1,"Positive",0.538461538461538,0.461538461538462
" kebangun gara-gara mimpi cowok ngajakin taaruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" ta aruf penerimaan mahasiswa ums masuk muri melaksanakan penyambutan mahasiswa online artikel asli dimuat mitra teras joglosemar news",4,5,-1,"Negative",0.444444444444444,0.555555555555556
"kak juy galak kocak asli enak ngebully lu pas join sekjam wkwkwk bikin tweet dijadikan template galau galau ya kak lu jelek kalo galau sayang lu nolak ajakan gue ta'aruf ",9,7,2,"Positive",0.5625,0.4375
" suka mikir mending taaruf sanaa",3,3,0,"Positive",0.5,0.5
"yaudah taaruf ",1,1,0,"Positive",0.5,0.5
"ta aruf ta aruf beda agama",1,4,-3,"Negative",0.2,0.8
" ta kak ta aruf",0,2,-2,"Negative",0,1
"ta'aruf yuk",1,1,0,"Positive",0.5,0.5
"ajak taaruf maunya",2,1,1,"Positive",0.666666666666667,0.333333333333333
"alhamdulillah besok taaruf adinda seia",1,0,1,"Positive",1,0
"ta'aruf kekinian",1,1,0,"Positive",0.5,0.5
"terima haha ttm ta'aruf menikah",2,2,0,"Positive",0.5,0.5
"taaruf wkwkwk",1,0,1,"Positive",1,0
" musimnya kenal ta'aruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"yuk taaruf",1,0,1,"Positive",1,0
" maaf taaruf dek",1,1,0,"Positive",0.5,0.5
"yaudah ta'aruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"kadang kepikiran akun fwb tuh kayak mencari pasangan taaruf tau bentukannya ",5,5,0,"Positive",0.5,0.5
"saiki booming e ta'aruf ",0,1,-1,"Negative",0,1
" taaruf hyung",0,0,0,"Positive",0,0
"sorry nih iri keuwuuwuan rame taaruf sweet sewot nih lihatnya apasi istrisuaminya tidur diupload caption 'istrikusuamiku sayang' biar coba",9,9,0,"Positive",0.5,0.5
" critanya mantan gue meninggalkan gue sholehah taarufan gue lostkontak putus eh taarufan nikah ngejar gue hahahahahahahah makan tuh taaruf",4,5,-1,"Negative",0.444444444444444,0.555555555555556
" cantik biar gua ajak taaruf tau khilaf mengomong burik ya pukimak sih orangnya",6,7,-1,"Negative",0.461538461538462,0.538461538461538
"yen kartonyono ning ngawi medot janji nek kowe sing ninggal rabi",2,1,1,"Positive",0.666666666666667,0.333333333333333
"taaruf yuk sayang",2,1,1,"Positive",0.666666666666667,0.333333333333333
" taaruf yaudah jadian yuk",3,2,1,"Positive",0.6,0.4
"kirim cv taaruf mas benaran",2,1,1,"Positive",0.666666666666667,0.333333333333333
" lumayan taaruf orang sanggup melakukannya ketemu kali ber berjuang bareng doa namanya doa sholat dilakuin biar kepastian singkat",13,10,3,"Positive",0.565217391304348,0.434782608695652
"akhirakhir banget berita ta aruf langsung nikah sekilas indah cerita sssst iri bunga serentak mekarnya",7,7,0,"Positive",0.5,0.5
" taaruf ",0,0,0,"Positive",0,0
" curang taaruf enn ayat ",0,2,-2,"Negative",0,1
"taaruf kalangan public figure naiknya ya disorot",2,1,1,"Positive",0.666666666666667,0.333333333333333
"chatan disepertiga malam mengalor ngidul ya tbtb ajak taaruf anjeng hahahahaha",2,3,-1,"Negative",0.4,0.6
"alhamdulillah bikin thread taaruf ala dindahuwa",1,0,1,"Positive",1,0
"bismillah assalamualaikum ayuh taaruf kenal makan cinta couple couple",7,3,4,"Positive",0.7,0.3
" taaruf kak nikah pacaran",2,2,0,"Positive",0.5,0.5
" ramai bahasa taarufsbenernya orang menikah kenal persamaan visiiya ibadah allah rindu rezeki allah berlimpah stelh menikah bekal menyempurnakan separuh agama",15,11,4,"Positive",0.576923076923077,0.423076923076923
"konsep taaruf aneh ya",2,1,1,"Positive",0.666666666666667,0.333333333333333
"gua taaruf gar nih",0,1,-1,"Negative",0,1
"langsung ta'aruf ",1,1,0,"Positive",0.5,0.5
"hahaha fcklah taaruf taaruf sholat gua jarang hahaa",1,1,0,"Positive",0.5,0.5
" pengin kuliah berbisnis mapan taaruf nikah langsung berani",5,2,3,"Positive",0.714285714285714,0.285714285714286
" min taaruf ",0,0,0,"Positive",0,0
" ajak orang taaruf",2,1,1,"Positive",0.666666666666667,0.333333333333333
"pengin mengomong takut dihujat wkwk gue taaruf gue tau taaruf pure taaruf tuh begimana lihat langsung ah mah hts pacaran",5,5,0,"Positive",0.5,0.5
"uzeng ra nganggo pacaran langsung taaruf wae kui",2,1,1,"Positive",0.666666666666667,0.333333333333333
"kangen indomie kangen boba kangen gorengan maaf ta'aruf entar kalo menemuimu",6,6,0,"Positive",0.5,0.5
" kesekian kalinya mama endi pacarmu kak pacaran ndang kenalno mama mama yawes kak - wes taaruf allah menciptakan manusia berpasang ",9,3,6,"Positive",0.75,0.25
"pengin langsung nikah taaruf bentar nikah",3,3,0,"Positive",0.5,0.5
" ya taaruf maruk kayak woogi orang diembat langsung",3,4,-1,"Negative",0.428571428571429,0.571428571428571
"taaruf maruk",0,1,-1,"Negative",0,1
"taaruf ",0,0,0,"Positive",0,0
"coba ajak taaruf kak tau jodohh kalo sepertiga malam wkwk",2,3,-1,"Negative",0.4,0.6
" taaruf ",0,0,0,"Positive",0,0
" tsana taaruf diam tau nikah",2,3,-1,"Negative",0.4,0.6
"nek taaruf karo tonggomu dewe gelem gendut",0,1,-1,"Negative",0,1
"ojo seng taaruf ngono wedi kii nek langsung ajak nikah bahaya kenalan sek gass deh wkwk",4,3,1,"Positive",0.571428571428571,0.428571428571429
" taaruf pacaran",1,1,0,"Positive",0.5,0.5
"taaruf khitbah nikah",1,1,0,"Positive",0.5,0.5
"mencium bau cv taaruf ai buka jasa pembuatan",5,3,2,"Positive",0.625,0.375
" selfesteem gue menurun ya kayaknya kayak habis ta'aruf dibilangnya ikhwan maunya agamanya mateng disitu gue gue rendah banget kayak remah rengginang tinggal dibuang ",7,11,-4,"Negative",0.388888888888889,0.611111111111111
" ah pakai taaruf malusoalnya ayam masak mie instant",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" taaruf disalahgunakan orangorang mengartikan pacaran bergeserlah makna syariat ",4,2,2,"Positive",0.666666666666667,0.333333333333333
"temanku nyuruh taaruf",0,1,-1,"Negative",0,1
"kali nikah taaruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"mohon maaf cv ta'aruf ",2,3,-1,"Negative",0.4,0.6
"wkwkwkwk cv ta'aruf ",0,1,-1,"Negative",0,1
"yuk taaruf yuk",2,0,2,"Positive",1,0
" enak taaruf ciuman",2,2,0,"Positive",0.5,0.5
" jamannya taaruf maz iaaann hehehe",0,0,0,"Positive",0,0
" tau tb tb taaruf wkwkkw",0,1,-1,"Negative",0,1
" gih ajak taaruf",1,0,1,"Positive",1,0
"perkenalan ta'aruf dalan bahasa arab",1,3,-2,"Negative",0.25,0.75
"ta'aruf yuk",1,1,0,"Positive",0.5,0.5
" pengin taaruf wkwk pacaran pacaran langsung nikah ",4,3,1,"Positive",0.571428571428571,0.428571428571429
" ta'aruf kenal ditolak istikharah alhamdulillah skenario allah diraguin",3,3,0,"Positive",0.5,0.5
"maaf hyung taaruf kenal langsung nikah pacarannya nikah",6,5,1,"Positive",0.545454545454545,0.454545454545455
" taaruf tabu dikit banget tau nya ya ampun bismillah",4,3,1,"Positive",0.571428571428571,0.428571428571429
"jodoh rahasia tuhan sekuat setia menunggu sekeras bersabar sejujur menerima tuhan jodoh menerimanya ",12,8,4,"Positive",0.6,0.4
" lupa ta'aruf biar viral wkwk",2,3,-1,"Negative",0.4,0.6
"siapin cv daftarin taaruf susa wkwk",0,0,0,"Positive",0,0
"romantis kalah orang humoris pacaran kalah orang mengasih kepastian ta'aruf pacaran bertahun kalah orang langsung ngelamar tau gabut wkwkw",9,12,-3,"Negative",0.428571428571429,0.571428571428571
"ta'aruf ro bu tari",1,1,0,"Positive",0.5,0.5
" baca pengalaman ta'aruf reasons rendah masuk nikah ' getting older still got nothing offer alas bacalah untaian ibrah bermanfaat anak muda",7,10,-3,"Negative",0.411764705882353,0.588235294117647
"istisyarah sudut bahasa kerja 'berbincang' konteks syarak perbuatan berbincangmerujukmeminta nasihat orang ahli orang ilmu hikmah pengalaman etc keputusanpandangan konteks ta'aruf",9,8,1,"Positive",0.529411764705882,0.470588235294118
"besok insyaallah kerumah mengomong mama ayah taaruf hm",4,1,3,"Positive",0.8,0.2
"fyi konsep ta'aruf bercintacouple sesi suai kenal menjaga batas syarak explain ",3,4,-1,"Negative",0.428571428571429,0.571428571428571
"mir taaruf",0,0,0,"Positive",0,0
"taaruf ",0,0,0,"Positive",0,0
"yallah ayo chan besok kerumah taaruf",2,0,2,"Positive",1,0
"dars e quran surahtul mursalat kak taaruf via",1,0,1,"Positive",1,0
"taaruf njinkkk",0,0,0,"Positive",0,0
"insyaallah ya",2,0,2,"Positive",1,0
"wes ran fix angel golek pacar ra kayak mbien taaruf spsp sg gelem monggo sg ibadah e okeee",3,3,0,"Positive",0.5,0.5
" malu kemarin suka posting taaruf larangan zina terang pacaran",4,5,-1,"Negative",0.444444444444444,0.555555555555556
" taaruf nikah ngarangnya banget gue kena aukah",2,2,0,"Positive",0.5,0.5
"iya hatihati sayang h habis diajak taaruf",3,2,1,"Positive",0.6,0.4
"maaf proses ta'aruf belajar masak mi instan chef arnold",4,4,0,"Positive",0.5,0.5
" artis nikah orang seakan taaruf lapisan meromantisasi kalah menikung sepertiga malam pengin mengomong ' menikung jodoh' ta pemikiran 'sepertiga malam'",6,9,-3,"Negative",0.4,0.6
"oh ta'aruf",0,1,-1,"Negative",0,1
"taaruf ganjen wkwkwkw made day banget",1,0,1,"Positive",1,0
" mengajak taaruf",1,0,1,"Positive",1,0
"san lihat foto bawaannya pengin macarin pacaran yuk san taaruf deh yuk",6,2,4,"Positive",0.75,0.25
" segi aspek maksud teruskan proses ta'aruf ta'aruf couple ya jumpa wali bincang elok proses arah berpuasalah jagalah ",9,8,1,"Positive",0.529411764705882,0.470588235294118
" nikah ridho jalani taaruf rizki",3,2,1,"Positive",0.6,0.4
"garagara nikahan ta'aruf wkwk tau deh",1,3,-2,"Negative",0.25,0.75
"yaudah taaruf",1,1,0,"Positive",0.5,0.5
"btw ta'aruf nikahan jaraknya ",2,3,-1,"Negative",0.4,0.6
"carikan suami bang taaruf",0,1,-1,"Negative",0,1
" taaruf ",0,0,0,"Positive",0,0
" bilang taaruf",0,0,0,"Positive",0,0
"ku taaruf",0,0,0,"Positive",0,0
"jujur lagilagi explore ig nemu akun share artisartis ta'aruf dalamnya hype kemarin gemas takutnya orang salah artiin ta'aruf pacaran ta'aruf heyyy ",6,10,-4,"Negative",0.375,0.625
" belajar paham langkahlangkahnya eh pacaran langsung disebutnya ta'aruf dalamnya khalwat",4,4,0,"Positive",0.5,0.5
" tuh ngeri rin konsep ta'aruf ta'aruf kenal nikah kayak hah nikah cuman sepasang sekeluarga tau bibitbebetbobot orang tau tau disuruh nikah aneh banget",9,15,-6,"Negative",0.375,0.625
"taaruf kencan",1,1,0,"Positive",0.5,0.5
"hyy jgaa aa mri ta'aruf disna berbuat ",1,1,0,"Positive",0.5,0.5
" pas kenal ketertarikan lamalama jatuh hati memutuskan ta'aruf ateez ateez tipe fan idaman memaksakan ateez ya tiaa ah oke kkeutt",9,8,1,"Positive",0.529411764705882,0.470588235294118
" umur mbak hmm kalo kuliahnlg iya hehehe sih tua mbak ih bae mbak taaruf mon maaf nih nanyain mbak taaruf kayak nanyain mbak makan siang ",3,5,-2,"Negative",0.375,0.625
"hyyy ayangiee ta'aruf ",0,1,-1,"Negative",0,1
"iyhhh yookkk ta'aruf mak thana",0,1,-1,"Negative",0,1
"samlekom akang tetehtak kenal mka ta'aruf hyuuu xixixi",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"hyy ayangieeaph ta'aruf",0,1,-1,"Negative",0,1
"ya sih kenal urus sliweran ellah julid label nya ta'aruf kelakuan pamer kemesraan medsos ya ellah maemunah",5,3,2,"Positive",0.625,0.375
" penasaran rizky tetiba ninggal lesti singkat sih bilang ta'aruf mengapai lesti kalo goal nya nikah mengerti sih ya urusan gue jugacuma kepo mengapai buang hempas ",4,11,-7,"Negative",0.266666666666667,0.733333333333333
"astoge bocil nikah berlabel ta'aruf pekerjaan pamer yangkatanya uwuw hellaww habis dindarey rizky bini nya astoge deh bocil menikahi ya walay btw bocil bocah ya gaes",6,7,-1,"Negative",0.461538461538462,0.538461538461538
"taaruf biar kayak orang",2,3,-1,"Negative",0.4,0.6
"taekook one shot ta aruf",0,1,-1,"Negative",0,1
" kenal ta'aruf yuk kenalan pejuang perempuan sunda pendiri sekolah khusus perempuan kaoetamaan istri bandung",8,6,2,"Positive",0.571428571428571,0.428571428571429
